key	old	new	resolves
gaia:2722819638563538816	HIP 109939	29 G. Peg	yes
gaia:2730563121000388352	HIP 110900 B	NSV 25906 B	no
gaia:2739059700183271424	HIP 223 B	NSV 00003 B	no
gaia:2746883550050748288	32 Psc	c Psc	yes
gaia:2749182560143316224	41 Psc	d Psc	yes
gaia:2757109729742040192	NSV 14672	40 G. Psc	yes
gaia:2759948634405916288	HIP 116768	47 G. Peg	yes
gaia:2766120742929154048	HIP 316 B	NN Peg B	no
gaia:2766121327044705920	HIP 316 C	NN Peg C	no
gaia:2790497465471261568	Psi-1 Psc B	ψ¹ Psc B	no
gaia:2790497534190737152	Psi-1 Psc A	ψ¹ Psc A	no
gaia:2797745549200773120	HIP 1295 B	EZ Psc B	no
gaia:2805741846297577344	67 Psc	k Psc	yes
gaia:2809005372903101824	65 Psc	i Psc	yes
gaia:2824770686019004032	HIP 116132 B	EQ PegA B	no
gaia:2858460959243777408	HIP 2844 B	NSV 15130 B	no
gaia:2868006919197763200	HIP 116810 B	V604 Peg B	no
gaia:2871929048973659520	HIP 116863 B	NSV 14666 B	no
gaia:2881632544031343872	HIP 117844 B	V413 And B	no
gaia:288184441479565568	HIP 27634 B	NSV 16681 B	no
gaia:2913314288686472576	HIP 29568 C	V352 CMa C	no
gaia:2913411183147100416	HIP 29568 B	V352 CMa B	no
gaia:2919963104216198528	HIP 31821 B	V356 CMa B	no
gaia:2919963104219966080	HIP 31821 Ca	V356 CMa Ca	no
gaia:2922205936145414016	HIP 32729 B	NSV 17206 B	no
gaia:2926174039251127296	HIP 32721 D	NSV 17204 D	no
gaia:2926495955636543360	HIP 31593 B	V415 CMa B	no
gaia:294090502544836992	Phi Psc B	φ Psc B	yes
gaia:2949326180717799040	Mu CMa B	μ CMa B	yes
gaia:2949559723859043456	HIP 33560 C	NSV 03315 C	no
gaia:2964001014514075520	Gam Lep B	γ Lep B	yes
gaia:2974025094522701312	HIP 22086	267 G. Eri	yes
gaia:2974726136265625088	HIP 23452 B	NSV 16232 B	no
gaia:2978128540637165568	HIP 21363	247 G. Eri	yes
gaia:2978712621830357504	HIP 22028	264 G. Eri	yes
gaia:2980088901150843520	HIP 22860	278 G. Eri	yes
gaia:2980171639399498240	HIP 23166 B	NSV 01793 B	no
gaia:298268990328628224	X Tri	χ Tri	yes
gaia:2987454529544612352	HIP 23060	281 G. Eri	yes
gaia:2989514224061032832	Iot Lep B	ι Lep B	yes
gaia:300312157810876544	6 Tri	ι Tri	yes
gaia:3006953161378468864	Bet Mon C	β Mon C	yes
gaia:3006953165674563200	Bet Mon B	β Mon B	yes
gaia:3015112126066981376	29 Ori	e Ori	yes
gaia:3016083407149428096	49 Ori	d Ori	yes
gaia:3017360799155290368	V361 Ori	θ² Ori Ca	yes
gaia:3017360833515044480	The-2 Ori B	θ² Ori B	no
gaia:3017361104086334080	The-1 Ori Ta		no
gaia:3017364063330465152	θ¹ Ori	θ¹ Ori D	no
gaia:3017364063330718080	The-1 Ori C	θ¹ Ori C	no
gaia:3017364063331140224	The-1 Ori F	θ¹ Ori F	no
gaia:3017364127743288704	The-1 Ori E	θ¹ Ori E	no
gaia:3017364132049943680	The-1 Ori B	θ¹ Ori B	no
gaia:3030028684933623808	HD 60998 E		no
gaia:3030028783707181696	HD 60998 B	HD 60997	no
gaia:3030028788014350848	HD 60998 A		no
gaia:3030028891092016128	HD 60998 G		no
gaia:3030028925451798400	HD 60998 H		no
gaia:3030029062890723840	HD 60998 F		no
gaia:3030029578286756736	HD 60998 J	HD 60996	no
gaia:3030030574713332992	HIP 36981 B	V378 Pup B	no
gaia:3030030574719295872	HIP 36981 C	V378 Pup C	no
gaia:3030030746517945600	HIP 36981 D	V378 Pup D	no
gaia:3030302910005195776	HIP 36836 F	NSV 03649 F	no
gaia:3038655453153548416	HIP 39673 C	HIP 39675 C	no
gaia:3045192840060988672	HIP 35261 C	NSV 17411 C	no
gaia:3046209991397371392	HIP 34301 C	FN CMa C	no
gaia:3046470472571824640	HIP 34234 B	V569 Mon B	no
gaia:3057712188691831936	HIP 37349 B	V869 Mon B	no
gaia:3060788519149063680	HIP 36985	V869 Mon Ia	yes
gaia:3063169992609073152	NSV 17870	14 G. Hya	yes
gaia:3063621307772865920	HIP 40107	1 G. Hya	yes
gaia:3065006795502406528	HIP 41036	13 G. Hya	yes
gaia:3065908876073789056	HIP 40859	9 G. Hya	yes
gaia:3066029135157977088	HIP 41214	16 G. Hya	yes
gaia:3066513435671608064	NSV 17882	C Hya	yes
gaia:3071230237475794944	HIP 40263	3 G. Hya	yes
gaia:3072290819517741056	HIP 43026	56 G. Hya	yes
gaia:3072846416487798528	HIP 42028	33 G. Hya	yes
gaia:3072894691920164480	HIP 41564 C	25 G. Hya C	no
gaia:3072894691921171456	LO Hya	25 G. Hya	yes
gaia:3073784093748238592	NSV 18032	61 G. Hya	yes
gaia:3074134116402418176	HIP 43246	66 G. Hya	yes
gaia:3077104721942993920	HIP 40858	8 G. Hya	yes
gaia:3078199388847121408	HIP 41299	17 G. Hya	yes
gaia:3079598379955881984	HIP 42142	34 G. Hya	yes
gaia:3086002416711546112	HIP 38138 C	DD CMi C	no
gaia:3086003138269028224	HIP 38138 B	DD CMi B	no
gaia:308747538004536704	91 Psc	l Psc	yes
gaia:3087964941891149952	NSV 17713	G CMi	yes
gaia:3092872474599826304	HIP 40818	6 G. Hya	yes
gaia:311018205609523584	68 Psc	h Psc	yes
gaia:3113281948735293952	HD 292557 A		no
gaia:3113281953037809664	HD 292557 B		no
gaia:3127142224816361600	HIP 31624 C	CV Mon C	no
gaia:3127142327895572352	HIP 31624 B	CV Mon B	no
gaia:3131481481815806976	Eps Mon B	ε Mon B	yes
gaia:3131481481815810432	Eps Mon A	ε Mon A	yes
gaia:3131989146947111808	HIP 31109	NSV 16891 B	yes
gaia:313200426953284096	82 Psc	g Psc	yes
gaia:3163695832476398208	HIP 36497	NSV 17490 D	yes
gaia:3163696103058961920	HIP 36485 B	NSV 17490 B	no
gaia:3168265196642972288	Lam Gem B	λ Gem B	yes
gaia:3170377976955131904	HIP 36122 B	NSV 17471 B	no
gaia:3174118893469667328	HIP 21685	257 G. Eri	yes
gaia:3177358226524915456	HIP 21110	232 G. Eri	yes
gaia:3177358604480994432	HIP 21110 B	232 G. Eri B	no
gaia:3177403508362234752	HIP 20997	229 G. Eri	yes
gaia:3179177299793164544	HIP 21239	236 G. Eri	yes
gaia:3179824465465177984	HIP 22439	272 G. Eri	yes
gaia:3181000736746470784	HIP 22140 B	NSV 16161 B	no
gaia:3182907530429025280	NSV 16251	291 G. Eri	yes
gaia:3185689878960742144	HIP 21297	242 G. Eri	yes
gaia:3188967248247014784	NSV 15891	169 G. Eri	yes
gaia:3189770372771331712	NSV 15860	160 G. Eri	yes
gaia:3191969567824442368	39 Eri B	A Eri B	yes
gaia:3191969567826137600	39 Eri	A Eri	yes
gaia:3192448714377211648	HIP 19590	186 G. Eri	yes
gaia:3195405679101484416	HIP 19121	172 G. Eri	yes
gaia:3195447907219959168	HIP 19511	184 G. Eri	yes
gaia:3198611683209190272	HIP 21298	240 G. Eri	yes
gaia:3198981050397690752	EM Eri	d Eri	yes
gaia:3201870463875328768	NSV 16108	248 G. Eri	yes
gaia:3202157848727653760	HIP 19996	202 G. Eri	yes
gaia:3202214714095278720	HIP 20360	213 G. Eri	yes
gaia:3205094369407459456	51 Eri C	c Eri C	yes
gaia:3205095125321700480	51 Eri A	c Eri	yes
gaia:3207153445449123840	HIP 24920	NSV 01938 C	yes
gaia:3207534490651529984	Tau Ori B	τ Ori B	yes
gaia:3207534525011268480	Tau Ori C	τ Ori C	yes
gaia:3207540400526530048	Tau Ori D	τ Ori D	yes
gaia:3209572852064587776	42 Ori B	c Ori B	yes
gaia:3209572852067563392	42 Ori	c Ori	yes
gaia:3212295689532331904	62 Eri	b Eri	yes
gaia:3212839191873883136	HIP 23475	287 G. Eri	yes
gaia:3214077512549609728	Eta Ori B	η Ori B	yes
gaia:3216485103712446464	HIP 26579	σ Ori H	yes
gaia:3216486439450208000	Sig Ori Ca	σ Ori Ca	yes
gaia:3216486443742786048	Sig Ori AB	σ Ori Aa	no
gaia:3216486478101981056	Sig Ori E	σ Ori E	yes
gaia:3216486478101982592	Sig Ori D	σ Ori D	yes
gaia:3216489536118543104	HD 294271 B		no
gaia:3216489776637339136	HD 294271	σ Ori F	yes
gaia:3217181128932991104	HIP 26020 B	NSV 02131 B	no
gaia:3220473410343579136	27 Ori	p Ori	yes
gaia:3221269181884277504	22 Ori	o Ori	yes
gaia:3222447961427178240	HIP 26481	NSV 02478 B	yes
gaia:3222908175762554496	51 Ori	b Ori	yes
gaia:3224000467549824768	33 Ori B	n¹ Ori B	yes
gaia:3224000471847042560	33 Ori	n¹ Ori A	yes
gaia:3224407772185297792	38 Ori	n² Ori	yes
gaia:3229429069990276864	HIP 21718	256 G. Eri	yes
gaia:3235897703053681024	Psi-2 Ori B	ψ² Ori B	no
gaia:3236198793146848256	23 Ori	m Ori	yes
gaia:3236198866162114048	23 Ori	m Ori	yes
gaia:3236587023829583488	HIP 26402 A		no
gaia:3236587023831515008	HIP 26402 C		no
gaia:3236587028125068672	HIP 26402 B	NSV 02450 B	no
gaia:3243848890110396416	HIP 16989	109 G. Eri	yes
gaia:3245123980001812864	HIP 18606	159 G. Eri	yes
gaia:3247046373003772032	32 Eri	w Eri	yes
gaia:3247049327941271424	32 Eri B	w Eri B	yes
gaia:3247959139453146752	HIP 16779	105 G. Eri	yes
gaia:3248382657587709056	17 Eri	v Eri	yes
gaia:3250458054506860544	HIP 17950	134 G. Eri	yes
gaia:3250458054506860672	HIP 17950 B	134 G. Eri B	no
gaia:3250477261599098752	HIP 17086	112 G. Eri	yes
gaia:3250796360489324672	HIP 16933 C		no
gaia:3250796566647753984	HIP 16933	134 G. Eri E	yes
gaia:3251413255231535104	HIP 17120	14 G. Tau	yes
gaia:3253028059854845312	HIP 18591 C	HIP 18583 C	no
gaia:3254728523307785856	HIP 20341	211 G. Eri	yes
gaia:3256786534197166208	HIP 18859	164 G. Eri	yes
gaia:3257625117972084224	HIP 17805	129 G. Eri	yes
gaia:3260208283103310976	HIP 19434	37 G. Tau	yes
gaia:326173044957518080	Deltoton	δ Tri	yes
gaia:3263936658312134272	HIP 16846 B	V711 Tau B	no
gaia:3267479765812695808	HIP 15800	2 G. Tau	yes
gaia:3268463588201487104	HIP 16226	5 G. Tau	yes
gaia:3273629059470570368	HIP 18264	V479 Tau BC	yes
gaia:3273790103563944064	HIP 18481	24 G. Tau	yes
gaia:3275625600786170624	HIP 15807	1 G. Tau	yes
gaia:3276200611007897472	HIP 16358	6 G. Tau	yes
gaia:3276268093534425984	HIP 16695	9 G. Tau	yes
gaia:3276605300008567296	29 Tau	u Tau	yes
gaia:3276860524145383040	HIP 17595	18 G. Tau	yes
gaia:3279137956323081344	HIP 20848	53 G. Tau	yes
gaia:3279907614462879616	HIP 20771	52 G. Tau	yes
gaia:3282524177258336512	HIP 21295	60 G. Tau	yes
gaia:3285053638117372160	HIP 20268	49 G. Tau	yes
gaia:3285426613077584384	HIP 21152	58 G. Tau	yes
gaia:3289569435450528512	HIP 22848 B	V1834 Ori B	no
gaia:3290083766376434176	14 Ori	i Ori A	yes
gaia:3290872562889409024	16 Ori	h Ori	yes
gaia:3292227607891547264	HIP 21670	63 G. Tau	yes
gaia:3293578667163785856	HIP 21269	59 G. Tau	yes
gaia:3293714285052444800	88 Tau	d Tau	yes
gaia:3293714491209540352	HD 286909	d Tau Ba	yes
gaia:3294853035500576512	6 Ori	g Ori	yes
gaia:3299587566928862976	66 Tau	r Tau	yes
gaia:3300471883515302528	HIP 19799	43 G. Tau	yes
gaia:3300492946034916992	HIP 19720	40 G. Tau	yes
gaia:3300629010598810368	HIP 20188	47 G. Tau	yes
gaia:3302151623749088384	HIP 18805 B	26 G. Tau B	no
gaia:3302152006003372416	HIP 18805	26 G. Tau	yes
gaia:3302220278803097472	NSV 15859	25 G. Tau	yes
gaia:330556527234526720	HIP 9500 C	V371 And C	no
gaia:3305748130578989568	HIP 20985	55 G. Tau	yes
gaia:3306483944378137088	90 Tau	c¹ Tau	yes
gaia:3307650109600736000	79 Tau	b Tau	yes
gaia:3310634944368705664	57 Tau A	h Tau	yes
gaia:3311000119668435200	57 Tau C	60 Tau	yes
gaia:3311221224584455936	HIP 20440 B	NSV 15961 B	no
gaia:3312564037520033792	NSV 16060	81 Tau K	yes
gaia:331280246406816896	HIP 10661 C	HIP 10659	no
gaia:3313977356636886144	Del-2 Tau C	δ² Tau C	no
gaia:3314063908819076352	Del-3 Tau C	δ³ Tau C	no
gaia:3314063977537054464	Del-3 Tau B	δ³ Tau B	no
gaia:3314508622617470848	HIP 20990 C	UX Tau C	no
gaia:3314508626912469888	HIP 20990 B	UX Tau B	no
gaia:3315169399041560832	59 Ori A	59 Ori	yes
gaia:3317901440625203968	HIP 29860 E	NSV 02896 E	no
gaia:3326717226070995328	HD 261878 G	15 Mon G	no
gaia:3326717260430731648	HD 261878	15 Mon F	yes
gaia:3326736811121849344	HD 262066 B	NSV 03155 B	no
gaia:3326740002281694592	NSV 03133	15 Mon N	yes
gaia:3326740006577519360	NSV 17077	15 Mon M	yes
gaia:3326740693772848896	HD 261938	15 Mon E	yes
gaia:3326740792561056128	HD 261938 P	15 Mon P	no
gaia:3326740998714107008	HD 261878 O	15 Mon O	no
gaia:3327295706629726336	HIP 31065 B	V727 Mon B	no
gaia:3327295740987424768	HIP 31065 C	V727 Mon C	no
gaia:3329160512709750784	75 Ori	l Ori	yes
gaia:3331979901042416512	74 Ori	k Ori	yes
gaia:3344825426664867968	HIP 29599 C	HIP 29602 C	no
gaia:3345189807396730752	HIP 29121 V	HIP 29126 V	no
gaia:3345194347179395968	HIP 29106 U	HIP 29126 U	no
gaia:3346050969815830784	69 Ori	f¹ Ori	yes
gaia:3353254695123859456	38 Gem B	e Gem B	yes
gaia:3369890752727401984	72 Ori	f² Ori	yes
gaia:3371047988717092096	20 Gem A	20 Gem	no
gaia:3372159045217009920	HIP 30630 B	OU Gem B	no
gaia:3372552842178783616	ν Gem	ν Gem Aa1	yes
gaia:3372553701172235776	HD 257937	ν Gem Ba	yes
gaia:3378384205173636352	36 Gem	d Gem	yes
gaia:3392572578094735744	HIP 23159	NSV 01788 B	yes
gaia:3397264469089651456	HIP 25950 B	NSV 16329 B	no
gaia:3403954340215770240	114 Tau C	o Tau C	yes
gaia:3403954378869634304	114 Tau	o Tau	yes
gaia:3406917219108423808	97 Tau	i Tau	yes
gaia:3407611182744289152	104 Tau	m Tau	yes
gaia:3408814357702682368	106 Tau	l Tau	yes
gaia:3414635344059244032	109 Tau	n Tau	yes
gaia:3417366457928102784	HIP 25253 B	NSV 16299 B	no
gaia:3419808305748795520	98 Tau	k Tau	yes
gaia:3436200855886666752	HIP 31104 B	NSV 02995 B	no
gaia:3441298191795447936	HIP 26396 B	NSV 02426 B	no
gaia:3441299080850968192	HIP 26396 C	NSV 02426 C	no
gaia:3441299085149026944	HIP 26396 D	NSV 02426 D	no
gaia:3441299325666804992	HD 245354	NSV 02426 E	yes
gaia:3443883109274003200	NSV 02685	NSV 02685 A	yes
gaia:3443883109274003328	HIP 27783 B	NSV 02685 B	no
gaia:3443883143631158144	NSV 02685	NSV 02685 C	yes
gaia:3444495777765003264	HIP 26658 B	V617 Aur B	no
gaia:345119558747421440	HIP 10030	BX And B	yes
gaia:3456574978151648640	HIP 28549 C	NSV 16756 C	no
gaia:3456575046871124992	HIP 28549 B	NSV 16756 B	no
gaia:3459927423462652160	HIP 58177	80 G. Cen	yes
gaia:3460420279549683712	HIP 58057	77 G. Cen	yes
gaia:3461102285997183872	HIP 59353	97 G. Cen	yes
gaia:3461696159714461824	HIP 59950	106 G. Cen	yes
gaia:3462375825402741248	NSV 05456	311 G. Hya	yes
gaia:3462976334846376320	HIP 59622	317 G. Hya	yes
gaia:3463642432734457984	HIP 57165	60 G. Cen	yes
gaia:3464333613231459456	HIP 57971	302 G. Hya	yes
gaia:3464574509357459712	HIP 57497	67 G. Cen	yes
gaia:3466217935643483520	HIP 59021 B	NSV 19201 B	no
gaia:3468544948923853056	HIP 61172	325 G. Hya	yes
gaia:3468665620325174656	HIP 60735	323 G. Hya	yes
gaia:3470000118204050048	HIP 60468	320 G. Hya	yes
gaia:3470711811464131328	NSV 05822	329 G. Hya	yes
gaia:3475378241891527808	HIP 60603	322 G. Hya	yes
gaia:3479307174896191232	HIP 57841	300 G. Hya	yes
gaia:3480332916165099904	HIP 57507	297 G. Hya	yes
gaia:3480675173518741120	HIP 57001	294 G. Hya	yes
gaia:3487277912642549248	HIP 57749	299 G. Hya	yes
gaia:3487806777735118848	HIP 58436	308 G. Hya	yes
gaia:3490856994789452416	HIP 58082	303 G. Hya	yes
gaia:3495237758351310208	HIP 62131	330 G. Hya	yes
gaia:3495651724479345536	HIP 62500	333 G. Hya	yes
gaia:3496266901235127808	NSV 19440	328 G. Hya	yes
gaia:3496266901235616384	HIP 61621 B	328 G. Hya B	no
gaia:3498480561739049472	HIP 62448	332 G. Hya	yes
gaia:3499199264386338304	HIP 63243	337 G. Hya	yes
gaia:3506931854786534912	NSV 06206	135 G. Vir	yes
gaia:3511554029871167744	HIP 64573 C	NSV 06148 C	no
gaia:3511580658668659328	HIP 64573 B	NSV 06148 B	no
gaia:3514103900415435776	Zet Crv CD	ζ Crv CD	yes
gaia:3514115032970667136	Zet Crv A	ζ Crv	yes
gaia:351761949008224512	60 And	b And	yes
gaia:3528976302714845952	HIP 61910 C	VV Crv C	no
gaia:3529395598896680704	NSV 06019	92 G. Vir	yes
gaia:3532225707467657984	HIP 54703	274 G. Hya	yes
gaia:3534414594600352896	HIP 55505 B	TV Crt B	no
gaia:3550772956799570560	HIP 53387	258 G. Hya	yes
gaia:3551002857809958400	NSV 05006	b³ Hya	yes
gaia:355376829708174976	HIP 11167	NSV 00815 B	yes
gaia:3555002125195764096	HIP 51852	233 G. Hya	yes
gaia:3556832021782292864	HIP 52737	b¹ Hya	yes
gaia:3574377616021489152	HIP 59272 B	NSV 05478 B	no
gaia:3575740426326074752	HIP 58450	20 G. Vir	yes
gaia:3576836467618851456	HIP 60595	50 G. Vir	yes
gaia:3579800922766588160	21 Vir	q Vir	yes
gaia:3584847371898806784	HIP 60418	49 G. Vir	yes
gaia:3592658886619235200	HIP 57214	5 G. Vir	yes
gaia:3594718615495997184	HIP 58741	27 G. Vir	yes
gaia:3598849446322133248	HIP 57791	12 G. Vir	yes
gaia:3601220336987586304	HIP 59010	33 G. Vir	yes
gaia:3602373445511777536	NSV 05426	26 G. Vir	yes
gaia:3609826008340181632	NSV 06316	y Vir	yes
gaia:3610805737623654784	68 Vir	i Vir	yes
gaia:3617089347793070720	HIP 67271	183 G. Vir	yes
gaia:3617798051756565760	76 Vir	h Vir	yes
gaia:3618198617586733312	82 Vir	m Vir	yes
gaia:3622391914416796672	HIP 63220	98 G. Vir	yes
gaia:3624638972586435072	HIP 64181	112 G. Vir	yes
gaia:3626576415153896448	NSV 05994	88 G. Vir	yes
gaia:3627706128991700480	HIP 64122	g Vir	yes
gaia:36290072767519232	30 Tau	e Tau	yes
gaia:36290107127257344	30 Tau B	e Tau B	yes
gaia:3631753877970312576	74 Vir	l Vir	yes
gaia:3637980098784983936	HIP 65714 B	NSV 06261 B	no
gaia:3638477425933663360	HIP 65796	150 G. Vir	yes
gaia:3638711484471311616	NSV 06242	146 G. Vir	yes
gaia:3638972412324792704	HIP 69773	233 G. Vir	yes
gaia:3639228358015901696	HIP 69541 B	NSV 06596 B	no
gaia:3639760521643499776	HIP 69881	235 G. Vir	yes
gaia:3639919985189322624	HIP 70038	240 G. Vir	yes
gaia:3640641093018466816	HIP 69727	229 G. Vir	yes
gaia:3640929611741605632	HIP 69564	225 G. Vir	yes
gaia:3643892348901748992	HIP 68739	211 G. Vir	yes
gaia:3645467949064189312	HIP 68380	204 G. Vir	yes
gaia:3646122227201594496	NSV 06608	230 G. Vir	yes
gaia:3647845574239719936	NSV 20063	224 G. Vir	yes
gaia:364936224316342912	Pi And B	π And B	yes
gaia:3650474437822499456	NSV 20175	257 G. Vir	yes
gaia:3650900223700313088	1 Ser	M Ser	yes
gaia:3651036288264289920	NSV 20199	261 G. Vir	yes
gaia:3653993081189617280	NSV 06630	239 G. Vir	yes
gaia:3654258613247786368	HIP 70894	250 G. Vir	yes
gaia:3654496279558010624	HIP 70319	243 G. Vir	yes
gaia:3655232162074696192	HIP 71510	254 G. Vir	yes
gaia:3658773654668021248	90 Vir	p Vir	yes
gaia:3666334755614176512	HIP 69340	221 G. Vir	yes
gaia:3667426089623969152	HIP 68776	213 G. Vir	yes
gaia:3669075941181317120	HIP 70949	252 G. Vir	yes
gaia:3670193182434162944	HIP 70400	244 G. Vir	yes
gaia:3672125848997779328	HIP 68707	209 G. Vir	yes
gaia:3676786919306446720	HIP 62421	85 G. Vir	yes
gaia:3678595336760381952	HIP 62915	91 G. Vir	yes
gaia:3679035317505913216	44 Vir	k Vir	yes
gaia:3679035317506277760	44 Vir B	k Vir B	yes
gaia:3679690695155684480	25 Vir	f Vir	yes
gaia:3679806109515961088	HIP 60987 B	NSV 19406 B	no
gaia:3679806109516987904	HIP 60987 C	NSV 19406 C	no
gaia:3680723033495134208	HIP 61134	57 G. Vir	yes
gaia:3683485350301204992	HIP 62103	79 G. Vir	yes
gaia:3684642964246581120	HIP 64498 B	GZ Vir B	no
gaia:3686696336570975360	NSV 06171	129 G. Vir	yes
gaia:3701693091058501504	16 Vir	c Vir	yes
gaia:3703635962465099776	HIP 61637	68 G. Vir	yes
gaia:3709988940650856064	31 Vir	d¹ Vir	yes
gaia:3710456301812734336	32 Vir	d² Vir	yes
gaia:3712388075021715840	HIP 65198	136 G. Vir	yes
gaia:3712858597278688000	78 Vir	o Vir	yes
gaia:3714227557973922816	HIP 67186 B	HT Vir B	no
gaia:3718284412283736704	HIP 65862	153 G. Vir	yes
gaia:3720069916087998848	HIP 67545	194 G. Vir	yes
gaia:3722252618467846016	HIP 68687	2 G. Boo	yes
gaia:3722642807656724608	HIP 68498	1 G. Boo	yes
gaia:3726490479878234112	HIP 66640 D	NSV 06363 D	no
gaia:3732539683617410816	59 Vir	e Vir	yes
gaia:3750977668981475328	HIP 52391	245 G. Hya	yes
gaia:3753670544756354688	HIP 50536	209 G. Hya	yes
gaia:3753867151179155456	NSV 18431	225 G. Hya	yes
gaia:3765286988182947840	HIP 49809	200 G. Hya	yes
gaia:3765935081568142976	HIP 49802	199 G. Hya	yes
gaia:3771611379066234240	γ Sex	γ Sex A	yes
gaia:3783954977635001856	HIP 55106 B	SV Crt B	no
gaia:3786113696918255232	HIP 56500	67 G. Leo	yes
gaia:3792964341554252288	HIP 56775	3 G. Vir	yes
gaia:3793247534517512064	87 Leo	e Leo	yes
gaia:3794824028033991936	HIP 57629	9 G. Vir	yes
gaia:3796597059252894848	HIP 55941	59 G. Leo	yes
gaia:3797911662842760064	HIP 55595	50 G. Leo	yes
gaia:3800420915881822336	HIP 56209 B	NSV 05234 B	no
gaia:3801795103551451648	61 Leo	p² Leo	yes
gaia:3801987483727106432	HIP 53273	p¹ Leo	yes
gaia:3803282880223279232	HIP 53167	19 G. Leo	yes
gaia:3803744090991750016	HIP 54027	30 G. Leo	yes
gaia:3804036320566852224	69 Leo	p⁵ Leo	yes
gaia:3804603462407805824	62 Leo	p³ Leo	yes
gaia:3806084397196443264	HIP 52327 B	NSV 18476 B	no
gaia:3807930275355981696	HIP 53141	18 G. Leo	yes
gaia:3811456580944840704	65 Leo	p⁴ Leo	yes
gaia:3812355328621651328	83 Leo A	83 Leo	yes
gaia:3814913686020080384	58 Leo	d Leo	yes
gaia:3816629714434106752	59 Leo	c Leo	yes
gaia:3818309974360006016	Chi Leo B	χ Leo B	yes
gaia:3818617322219554816	HIP 54863	36 G. Leo	yes
gaia:3823792208055346688	33 Hya	A Hya	yes
gaia:3825147631014537472	HIP 46543	147 G. Hya	yes
gaia:3827008726243176192	HIP 47242	166 G. Hya	yes
gaia:3837874271947440896	HIP 46529	146 G. Hya	yes
gaia:3838909221626847104	HIP 46288	136 G. Hya	yes
gaia:3839689084608000384	HIP 46504	144 G. Hya	yes
gaia:3841515476501420928	HIP 46840	155 G. Hya	yes
gaia:3853318287148838400	NSV 18266	5 G. Leo	yes
gaia:386612584958215552	HIP 424 C	HIP 421	no
gaia:3871147177431061760	53 Leo	l Leo	yes
gaia:3885044901326958592	52 Leo	k Leo	yes
gaia:3891190724650456960	HIP 58445	19 G. Vir	yes
gaia:3893222411684271616	7 Vir	b Vir	yes
gaia:3899930845658894336	6 Vir	A² Vir	yes
gaia:3900955349977078016	HIP 61103	56 G. Vir	yes
gaia:3903513295059728640	HIP 60804	51 G. Vir	yes
gaia:3907875435644266496	HD 108422 C	HD 108469 C	no
gaia:3909040883609501824	HIP 60445 B	NSV 05585 B	no
gaia:3911288628974428416	NSV 18818	1 G. Vir	yes
gaia:3911696135471737600	4 Vir	A¹ Vir	yes
gaia:3925246860369949824	95 Leo	o Leo	yes
gaia:3936909723803146496	HIP 64797 B	NSV 19690 B	no
gaia:3947649169267207296	24 Com A	24 Com Aa	no
gaia:3958028559033816832	HIP 62794	LX Com C	yes
gaia:3965092440205592064	73 Leo	n Leo	yes
gaia:3968543802915918464	HIP 54299 B	NSV 05085 B	no
gaia:3985219996984723712	60 Leo	b Leo	yes
gaia:3986332015556784128	51 Leo	m Leo	yes
gaia:3986988454063459456	HIP 52212 C	NSV 04928 C	no
gaia:398968209436589312	49 And	A And	yes
gaia:3990286168607839488	HIP 54844 B	NSV 05140 B	no
gaia:4016424991681494784	HIP 59667 C	HIP 59660 C	no
gaia:4026742744369123584	HIP 58369 B	NSV 19062 B	no
gaia:4030173873483435648	HIP 59445 C	NSV 05496 C	no
gaia:403123332598347392	HIP 6060 C	NSV 15270 C	no
gaia:4032869734260152320	HIP 57731 C	HU UMa C	no
gaia:4032869738555722112	HIP 57731 B	HU UMa B	no
gaia:4037354234303732864	HIP 88069 B	V1647 Sgr B	no
gaia:4037358426191922688	HIP 88038	12 G. Sgr	yes
gaia:4037386566821748224	HIP 88294	17 G. Sgr	yes
gaia:4038055447710652032	Eta Sgr B	η Sgr B	yes
gaia:4038724053950164096	HIP 88694 B	29 G. Sgr B	no
gaia:4038724053986441856	NSV 24262	29 G. Sgr	yes
gaia:4038734739866855168	HIP 88550	25 G. Sgr	yes
gaia:4039610019834152064	NSV 10304	38 G. Sgr	yes
gaia:4042746582857274112	HIP 89010	36 G. Sgr	yes
gaia:4044222883404239744	HIP 88060 B	NSV 09929 B	no
gaia:4044488896463064064	HIP 90336	64 G. Sgr	yes
gaia:4044610289445616512	HIP 89637 B	RS Sgr B	no
gaia:4044610392524839040	HD 167669	RS Sgr C	yes
gaia:4044965912653013120	HIP 90763 B	75 G. Sgr B	no
gaia:4044965912701284224	NSV 24469	75 G. Sgr	yes
gaia:4047453660849395200	HIP 91172	80 G. Sgr	yes
gaia:4049242222690813056	HIP 89020	37 G. Sgr	yes
